Variacoes - JULHO - SETEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 ROUPA DE BANHO,-2.27,0.33999999999999986,-0.07999999999999996,4.62,-4.8999999999999995,0.0,-1.56,2.0700000000000003,1.08,2.87,0.0,-2.2399999999999998,0.36999999999999966,-1.0899999999999999
 APARELHOS ELETROELETRÔNICOS,1.17,-0.44,0.69,-2.17,0.73,-2.27,0.07000000000000006,-0.99,-1.87,-2.63,3.63,-1.5,0.7299999999999998,-0.13
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.7499999999999998,-0.21999999999999997,0.76,-2.4399999999999995,0.5700000000000001,-2.06,1.3599999999999999,-0.42999999999999994,-2.44,-2.61,4.33,-3.0599999999999996,-1.4899999999999998,-0.19
 REFRIGERADOR,0.64,-0.30999999999999994,0.09999999999999987,-2.2899999999999996,-1.2999999999999998,-2.6,3.0200000000000005,0.7100000000000001,-2.6500000000000004,-4.59,3.7199999999999998,-4.779999999999999,-1.58,-0.9199999999999999
 AR-CONDICIONADO,0.79,1.1300000000000001,0.0,-1.45,0.0,0.0,-0.9899999999999998,0.0,0.0,-2.91,0.0,-2.84,-4.789999999999999,-0.51
 MÁQUINA DE LAVAR ROUPA,1.36,-2.13,1.17,0.8999999999999997,3.96,0.65,-0.4000000000000001,-1.0299999999999998,-1.6400000000000001,1.17,3.51,1.94,1.1900000000000002,1.4500000000000002
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
 VENTILADOR,-4.49,0.0,0.0,-1.05,0.0,0.0,0.5900000000000001,-0.7799999999999999,0.0,0.0,0.0,0.0,-0.06000000000000005,-1.6099999999999999
 FOGÃO,2.1,1.6700000000000002,3.71,-4.93,0.8300000000000002,-4.46,-0.2,-2.9299999999999997,-2.52,-2.59,8.48,-3.67,-1.9100000000000001,0.15000000000000002
 CHUVEIRO ELÉTRICO,0.0,3.29,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3499999999999999
 FORNO DE MICRO-ONDAS,0.0,-3.45,-5.1499999999999995,0.0,0.16999999999999993,0.0,0.0,0.0,0.0,-1.7799999999999998,1.35,0.0,0.0,-1.37
" TV, SOM E INFORMÁTICA",1.73,-0.83,0.5899999999999999,-1.76,1.0,-2.5399999999999996,-2.46,-1.7599999999999998,-1.07,-2.66,2.62,0.79,4.84,-0.030000000000000027
 TELEVISOR,-1.85,-2.69,-0.46999999999999986,-2.3099999999999996,-3.0,-2.55,-2.55,-1.35,0.9799999999999998,-2.18,0.42000000000000004,-0.030000000000000027,4.640000000000001,-1.79
 APARELHO DE SOM,1.62,2.32,-1.0799999999999996,-0.20999999999999996,2.8600000000000003,3.13,-0.8300000000000001,-1.79,0.7300000000000001,-2.68,1.27,2.02,4.57,0.9599999999999999
 APARELHO DE DVD,4.76,7.6899999999999995,5.59,-3.54,8.57,4.52,-5.79,5.4399999999999995,4.46,0.9899999999999999,2.92,0.5999999999999996,1.32,3.66
 ANTENA,0.0,0.0,0.0,-1.76,0.0,0.0,-2.46,-1.7599999999999998,0.0,0.0,0.8600000000000003,0.0,0.0,-1.3900000000000001
 MICROCOMPUTADOR,4.16,-2.1599999999999997,0.4899999999999999,-1.3000000000000003,2.12,-4.0200000000000005,-1.0,-5.63,-3.5300000000000002,-3.53,4.29,1.3199999999999998,5.6,0.16000000000000014
 CONSERTOS  E  MANUTENÇÃO,2.37,1.2,-2.5500000000000003,2.13,1.52,0.5700000000000001,1.25,1.75,-1.49,-0.019999999999999962,0.8199999999999998,-3.26,-2.19,0.74
 CONSERTOS E MANUTENÇÃO,2.37,1.2,-2.5500000000000003,2.13,1.52,0.5700000000000001,1.25,1.75,-1.49,-0.019999999999999962,0.8199999999999998,-3.26,-2.19,0.74
 CONSERTO DE REFRIGERADOR,9.690000000000001,2.28,-2.17,1.5899999999999999,4.63,-1.3699999999999999,2.31,0.0,2.3200000000000003,0.65,4.85,4.08,-1.0,3.5900000000000003
 CONSERTO DE TELEVISOR,-2.56,0.8299999999999998,1.9199999999999997,-1.9100000000000001,3.8299999999999996,5.59,0.0,2.96,-2.13,0.0,1.1599999999999997,-14.13,-8.11,0.8899999999999999
 CONSERTO DE APARELHO DE SOM,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,-5.46,0.0,0.0,0.0,0.0,0.7799999999999998
 CONSERTO DE MÁQUINA DE LAVAR ROUPA ,0.020000000000000018,1.6199999999999999,0.0,6.9,0.32999999999999996,-1.31,4.86,0.0,0.0,-0.78,0.0,0.0,0.040000000000000036,0.6900000000000001
 REFORMA DE ESTOFADO,-0.31,-1.7000000000000002,-7.52,5.07,-0.08999999999999997,-1.48,-1.1099999999999999,1.2100000000000004,-2.82,0.1499999999999999,-0.4300000000000006,-3.1500000000000004,-1.9299999999999997,-0.91
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,3.0500000000000003,0.9199999999999999
 VESTUÁRIO,-0.9600000000000001,-1.2000000000000002,0.3700000000000001,0.75,0.48,1.1600000000000001,0.04999999999999999,0.52,0.75,-0.2,1.1099999999999999,0.1,-1.1800000000000002,0.15000000000000008
 ROUPAS,-2.08,-2.5700000000000003,-0.06,1.2700000000000002,0.52,1.14,-0.74,-0.1799999999999999,0.7099999999999999,-1.04,1.5099999999999998,-0.77,-2.29,-0.24
 ROUPA MASCULINA,-1.1099999999999999,-3.0900000000000003,-0.5800000000000001,3.1399999999999997,2.13,2.31,-1.5499999999999998,0.8499999999999999,-0.07000000000000006,-2.46,3.2199999999999998,0.12,-1.88,0.22999999999999998
 CALÇA COMPRIDA MASCULINA ,-1.87,-3.37,0.7100000000000002,4.76,0.030000000000000027,7.5,2.49,1.2400000000000002,0.7999999999999998,-2.62,4.75,3.2,-3.71,0.31
 TERNO,0.33999999999999997,-1.3200000000000003,3.4600000000000004,-0.78,0.0,0.0,0.0,0.0,0.0,-1.26,-1.72,2.67,0.0,0.6
 AGASALHO MASCULINO,0.0,-5.58,-1.4700000000000002,0.0,-7.67,3.16,0.0,0.0,0.0,-3.79,0.0,0.98,2.0100000000000002,-4.41
 SHORT E BERMUDA MASCULINA,-0.97,3.75,0.3200000000000002,4.07,3.5,1.5,-4.890000000000001,-0.39,-1.0099999999999998,-0.76,-0.3600000000000003,-0.6699999999999998,-1.5500000000000003,0.35
 CUECA,0.0,0.6099999999999999,0.0,1.3399999999999999,0.0,0.0,-3.54,0.3599999999999999,0.010000000000000009,0.0,0.0,0.0,0.0,-0.42999999999999994
 CAMISA / CAMISETA MASCULINA,-1.08,-3.96,-2.89,2.44,4.33,-1.3099999999999996,-1.4399999999999997,1.4600000000000004,0.019999999999999934,-2.5700000000000003,3.41,-1.75,-0.7800000000000002,0.66
 ROUPA FEMININA,-2.9000000000000004,-3.04,0.77,0.51,-1.06,1.4499999999999997,-0.96,-0.7699999999999999,0.55,-0.54,-0.009999999999999787,-1.1,-2.1500000000000004,-0.82
 CALÇA COMPRIDA FEMININA,-4.13,-3.3699999999999997,1.1599999999999997,2.56,-3.8999999999999995,3.3,1.92,2.88,3.4000000000000004,-0.6499999999999999,-0.6199999999999999,-3.1399999999999997,-4.609999999999999,-1.1
 AGASALHO FEMININO,0.0,-8.709999999999999,-2.92,0.0,-7.569999999999999,0.0,0.0,0.0,0.0,0.7400000000000002,0.0,0.0,-6.63,-5.75
 SAIA,0.0,0.0,0.0,3.7299999999999995,0.0,0.0,-2.7,-1.5300000000000002,1.81,0.0,2.35,-0.4,0.0,0.37
 VESTIDO,-2.4499999999999997,-0.4700000000000002,3.14,1.8300000000000003,-3.5999999999999996,1.29,0.3200000000000003,-1.8699999999999999,-2.3899999999999997,-3.88,-0.71,-1.2399999999999998,-0.8899999999999999,-1.45
 BLUSA,-3.83,-3.52,-0.5,0.8999999999999999,3.3400000000000003,0.16999999999999993,-1.53,-3.38,0.6900000000000004,-0.73,-0.10000000000000009,-1.0699999999999998,-2.9499999999999997,-0.10000000000000009
 LINGERIE,3.24,2.4299999999999997,2.32,-6.289999999999999,-2.0600000000000005,3.52,-3.83,-0.81,2.08,2.4699999999999998,4.05,2.05,4.66,-0.12
 BERMUDA E SHORT FEMININO,-1.09,3.7199999999999993,-0.8299999999999998,-2.8900000000000006,0.0,-2.7800000000000002,-3.08,3.4899999999999993,-1.75,3.14,0.3800000000000001,2.72,2.0200000000000005,-0.38
 ROUPA INFANTIL,-1.65,-0.28,-0.9700000000000001,-1.09,1.0999999999999999,-2.21,1.4000000000000001,-0.6299999999999999,2.96,1.0699999999999998,2.1500000000000004,-1.7999999999999998,-3.29,0.2599999999999999
 UNIFORME ESCOLAR,-6.6000000000000005,0.0,0.0,0.0,-0.6099999999999999,0.0,-1.9799999999999998,0.0,0.42000000000000004,1.3299999999999998,0.0,0.0,0.0,-1.34
 CALÇA COMPRIDA INFANTIL,-3.7399999999999998,-0.6400000000000002,-0.15000000000000013,-2.24,2.1100000000000003,-4.33,-2.6700000000000004,4.45,4.43,-2.42,0.17000000000000015,-0.8899999999999999,-1.0099999999999998,-0.09000000000000008
 AGASALHO INFANTIL,0.0,-6.55,-2.8000000000000003,0.0,-4.0200000000000005,0.8900000000000003,0.0,0.0,0.0,-5.93,0.0,-1.7999999999999998,-7.48,-4.4399999999999995
 VESTIDO INFANTIL,-5.86,0.0,-4.12,-3.23,-0.10999999999999999,1.3199999999999998,2.57,1.22,0.5900000000000001,3.23,6.640000000000001,-0.73,-3.48,-0.18
 SHORT E BERMUDA INFANTIL,-3.4400000000000004,3.5100000000000002,0.3400000000000003,0.76,-0.30000000000000004,-0.54,1.56,2.6,3.32,4.74,5.61,-2.36,3.1999999999999997,0.9300000000000002
 CAMISA / CAMISETA INFANTIL,1.46,1.4,-0.15999999999999986,-1.4300000000000002,3.0,-6.3100000000000005,3.940000000000001,-1.21,3.5799999999999996,2.75,1.2000000000000002,-2.0800000000000005,-5.79,1.4099999999999997
 CONJUNTO INFANTIL,0.0,0.0,-4.180000000000001,0.7699999999999998,-0.18000000000000002,1.4500000000000002,1.45,-6.66,0.0,0.0,-4.5,-1.7099999999999995,0.0,-1.11
 CALÇADOS E ACESSÓRIOS,0.63,0.96,1.1800000000000002,-0.48999999999999994,0.41000000000000003,1.8499999999999999,1.49,2.1500000000000004,0.37,0.44000000000000006,0.8299999999999998,2.07,0.35999999999999993,0.7
 CALÇADOS E ACESSÓRIOS,0.63,0.96,1.1800000000000002,-0.48999999999999994,0.41000000000000003,1.8499999999999999,1.49,2.1500000000000004,0.37,0.44000000000000006,0.8299999999999998,2.07,0.35999999999999993,0.7
 SAPATO MASCULINO,-2.2600000000000002,-0.4999999999999999,1.5099999999999998,3.9300000000000006,0.5699999999999998,3.9,2.16,3.46,0.2799999999999998,-1.5899999999999999,3.4400000000000004,4.27,1.0300000000000002,0.7
 SAPATO FEMININO,1.9600000000000004,1.64,-0.7399999999999998,1.49,4.1000000000000005,4.25,2.6100000000000003,-0.18000000000000016,0.13999999999999985,3.04,-1.7199999999999998,1.79,-1.5999999999999999,2.0300000000000002
 SAPATO INFANTIL,0.0,0.0,0.0,2.0300000000000002,0.0,0.0,-0.6299999999999999,0.0,2.8600000000000003,0.0,0.0,0.0,0.0,1.6099999999999999
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,-0.03999999999999959,0.0,0.0,0.8700000000000001,0.0,-0.52,0.0,0.0,0.0,0.0,0.15999999999999992
 SANDÁLIA / CHINELO FEMININO,0.9899999999999998,9.32,3.23,0.45999999999999996,4.19,-0.4900000000000004,2.18,2.74,-2.2699999999999996,4.59,-1.6100000000000003,0.9500000000000002,-5.42,2.33
 SANDÁLIA / CHINELO INFANTIL,0.0,0.0,0.0,-1.1500000000000004,0.0,4.55,6.48,4.52,2.95,0.0,1.96,3.11,-1.1500000000000001,2.98
 BOLSA ,0.020000000000000018,0.8299999999999998,-4.27,-1.4699999999999998,-0.28000000000000014,1.0499999999999998,0.1399999999999998,2.97,2.07,-0.33000000000000007,-3.3600000000000003,0.30999999999999994,2.1599999999999997,-0.34
 TÊNIS,0.7700000000000001,-0.4500000000000002,1.9200000000000002,-3.44,-2.94,1.6,0.24000000000000027,0.09999999999999987,2.35,-1.37,3.55,2.84,3.13,-0.62
 JÓIAS E BIJUTERIAS,2.68,0.22999999999999998,0.8799999999999999,1.24,0.3,-1.9100000000000001,1.34,3.56,2.78,5.550000000000001,-1.1600000000000001,0.6599999999999999,1.12,1.4
 JÓIAS E BIJUTERIAS,2.68,0.22999999999999998,0.8799999999999999,1.24,0.3,-1.9100000000000001,1.34,3.56,2.78,5.550000000000001,-1.1600000000000001,0.6599999999999999,1.12,1.4
 BIJUTERIA,3.1100000000000003,4.68,3.31,4.39,0.1399999999999999,2.25,2.98,3.19,5.02,6.01,0.020000000000000018,2.71,3.03,2.87
 JÓIA,2.4499999999999997,-2.33,-0.9199999999999999,0.61,0.4600000000000001,-3.7600000000000002,-0.21999999999999995,0.0,0.19000000000000017,5.300000000000001,-2.16,-0.4700000000000001,-0.4,0.3
 RELÓGIO DE PULSO,0.0,0.0,0.0,-3.63,0.0,0.0,2.0,3.9400000000000004,0.0,0.0,0.0,0.0,0.0,0.69
 TECIDOS E ARMARINHO,0.3699999999999998,0.010000000000000009,0.73,-0.33999999999999986,1.46,4.12,0.9599999999999996,1.31,0.8700000000000001,1.4599999999999997,-1.76,1.1400000000000001,0.45999999999999996,0.8699999999999999
 TECIDOS E ARMARINHO,0.3699999999999998,0.010000000000000009,0.73,-0.33999999999999986,1.46,4.12,0.9599999999999996,1.31,0.8700000000000001,1.4599999999999997,-1.76,1.1400000000000001,0.45999999999999996,0.8699999999999999
 TECIDO,0.8399999999999999,-1.1400000000000003,-0.39999999999999997,-0.33999999999999986,0.20000000000000007,3.37,2.08,1.5899999999999999,1.58,1.66,-2.03,0.56,0.8700000000000001,0.59
 ARTIGOS DE ARMARINHO,0.0,0.9699999999999998,2.62,0.0,2.0999999999999996,5.1899999999999995,-0.48,0.0,0.0,0.9099999999999999,-0.9099999999999999,2.21,-0.27000000000000024,1.58
 ACORTINADO (MOSQUITEIRO),-0.5199999999999998,0.44999999999999996,0.0,0.0,2.36,0.0,0.0,0.69,-2.33,0.0,0.0,0.0,0.0,0.99
 TRANSPORTES,0.7,2.29,3.23,2.87,2.9000000000000004,5.5,1.6600000000000001,0.7399999999999999,2.2600000000000002,4.71,1.85,2.84,3.66,2.66
 TRANSPORTES,0.7,2.29,3.23,2.87,2.9000000000000004,5.5,1.6600000000000001,0.7399999999999999,2.2600000000000002,4.71,1.85,2.84,3.66,2.66
 TRANSPORTE PÚBLICO,-2.38,-0.2600000000000001,-1.05,1.04,1.09,2.0,1.24,-0.07000000000000002,0.91,1.8499999999999996,1.8,3.3800000000000003,2.04,0.18999999999999995
 ÔNIBUS URBANO,-4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97
 TÁXI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÔNIBUS INTERMUNICIPAL,0.0,-0.020000000000000004,-8.01,0.51,0.05,0.0,3.54,0.0,-0.01,0.66,4.49,0.86,-0.29,-0.64
 ÔNIBUS  INTERESTADUAL,1.33,0.4800000000000002,2.2199999999999998,5.24,4.27,-0.5700000000000003,0.79,-6.07,2.73,2.35,-1.6100000000000003,-1.1399999999999997,5.86,2.54
 PASSAGEM AÉREA,11.0,-1.62,17.03,10.82,13.59,7.77,15.720000000000002,2.4600000000000004,12.979999999999999,17.479999999999997,25.67,25.2,13.46,12.489999999999998
 METRÔ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TRANSPORTE HIDROVIÁRIO,0.0,0.0,0.0,0.0,0.0,0.0,1.7100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.7100000000000002
 TRANSPORTE ESCOLAR,0.0,-1.4,-4.53,0.0,0.82,-3.26,0.0,0.0,0.0,5.56,0.0,-9.2,0.0,-0.71
 VEÍCULO PRÓPRIO,1.05,-0.9199999999999999,0.44,0.41999999999999993,-0.09,-0.30999999999999994,-0.25,0.050000000000000044,-1.95,0.8899999999999999,1.22,-0.22,0.8500000000000001,0.020000000000000004
 AUTOMÓVEL  NOVO,1.44,-1.49,-0.14,-0.4900000000000002,-0.31,-0.6400000000000001,-3.3200000000000003,-0.4600000000000001,-4.71,0.19999999999999996,1.27,-1.28,1.8899999999999992,-0.6
 EMPLACAMENTO E  LICENÇA,1.03,1.02,0.75,1.02,1.12,1.02,1.1800000000000002,2.53,1.02,0.97,0.99,1.0,1.02,1.0499999999999998
 SEGURO VOLUNTÁRIO DE VEÍCULO,10.75,-2.83,0.9000000000000001,8.76,2.6,16.5,0.0,5.0200000000000005,1.9,-4.9,6.11,2.22,-2.7300000000000004,3.1599999999999997
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,-1.5900000000000003,2.0900000000000003,-0.8800000000000001,1.8,-2.0300000000000002,-0.9500000000000002,2.1300000000000003,-1.3399999999999999,0.81,1.8100000000000003,2.54,0.0,1.71,-0.36000000000000004
 ACESSÓRIOS E PEÇAS,-1.1700000000000002,-0.55,2.38,-2.2800000000000002,0.6900000000000002,0.45999999999999996,0.07000000000000006,0.9199999999999999,-1.43,-3.0599999999999996,-5.5600000000000005,-2.04,-1.6099999999999999,-0.6599999999999999
 PNEU ,-1.96,0.32999999999999996,-2.0700000000000003,-3.22,-1.5599999999999996,1.3599999999999999,1.3400000000000003,1.2000000000000002,2.15,-0.29000000000000015,-5.220000000000001,1.6,0.6399999999999999,-0.7600000000000001
 CONSERTO DE AUTOMÓVEL,-1.4,2.19,-0.37,1.73,0.5800000000000001,0.06,1.2000000000000002,0.45,-0.24999999999999994,2.5900000000000003,1.97,1.29,0.33999999999999986,0.62
 ESTACIONAMENTO,0.8200000000000001,-1.28,-0.07,0.0,-0.24,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.12
 PEDÁGIO,1.6,-10.889999999999999,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
 LUBRIFICAÇÃO E LAVAGEM,0.0,0.0,0.0,-3.3800000000000003,2.65,0.0,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.5100000000000002,1.2100000000000004
 AUTOMÓVEL USADO,2.83,-6.63,2.5399999999999996,0.0,-4.72,-7.27,0.6800000000000002,-3.69,-1.45,2.7,3.26,0.24999999999999994,3.76,-1.1400000000000001
 PINTURA DE VEÍCULO,0.0,0.0,0.0,-2.56,0.7000000000000002,2.09,0.0,0.0,1.41,4.800000000000001,0.0,-2.8199999999999994,0.0,1.06
 ALUGUEL DE VEÍCULO,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36
 MOTOCICLETA,0.5099999999999999,0.16000000000000003,-0.08000000000000002,1.23,1.62,-0.51,0.49,0.6599999999999999,0.37,-1.2,1.9100000000000001,-0.32,-1.8299999999999998,0.52
 COMBUSTÍVEIS (VEÍCULOS),6.46,8.669999999999998,11.370000000000001,10.370000000000001,9.36,17.62,5.25,3.12,12.32,14.42,2.83,8.31,9.83,9.5
 GASOLINA,7.67,9.44,12.1,11.489999999999998,10.17,19.53,5.29,3.5199999999999996,14.4,16.22,3.46,8.850000000000001,10.99,10.47
 ETANOL,3.1,0.43999999999999995,6.99,7.489999999999999,8.65,-0.029999999999999805,0.0,0.43000000000000016,7.0,8.82,-2.1499999999999995,1.3599999999999999,3.82,7.07
 ÓLEO DIESEL,0.0,4.880000000000001,4.83,0.0,6.89,0.0,4.65,3.24,5.5,8.58,5.03,7.54,7.0,5.79
 GÁS VEICULAR,0.9099999999999999,0.0,0.0,0.15000000000000002,-0.9700000000000002,0.0,0.0,0.0,4.5600000000000005,0.0,0.0,0.87,0.0,0.3800000000000001
 SAÚDE E CUIDADOS PESSOAIS,0.99,1.03,1.56,0.8099999999999999,1.25,1.1,0.99,1.1199999999999999,1.13,0.56,1.08,1.06,0.58,1.1
 PRODUTOS FARMACÊUTICOS E ÓTICOS,-0.6699999999999999,-0.45000000000000007,0.56,-0.19000000000000003,-0.75,-0.51,0.33,1.25,0.52,0.47999999999999987,-0.5800000000000001,0.29000000000000004,-1.8599999999999999,-0.21000000000000002
 PRODUTOS FARMACÊUTICOS,-0.67,-0.46,0.67,0.040000000000000036,-0.83,-0.61,0.43999999999999995,1.3699999999999999,0.71,0.6,-0.5999999999999999,0.36,-2.12,-0.19000000000000006
 ANTI-INFECCIOSO E ANTIBIÓTICO,-2.5500000000000003,-4.489999999999999,3.31,2.31,0.6800000000000002,-0.56,2.28,2.3,-0.019999999999999907,2.1,-1.73,1.52,-0.65,0.46
 ANALGÉSICO E ANTITÉRMICO,-0.8599999999999999,0.14,-0.3899999999999999,0.040000000000000036,-1.31,-0.48,0.73,1.07,1.67,-0.3400000000000001,-0.08000000000000002,-0.4,-0.21999999999999997,-0.31
 ANTI-INFLAMATÓRIO E ANTIRREUMÁTICO,-0.64,-0.32999999999999996,-0.14,1.7400000000000002,-2.33,0.10000000000000003,-0.58,2.38,1.0499999999999998,0.8299999999999998,0.15000000000000013,-1.4200000000000002,-0.6599999999999999,-0.71
 ANTIGRIPAL E ANTITUSSÍGENO,-2.01,-2.2,-0.8500000000000001,5.68,-3.2,-1.02,0.33999999999999997,3.66,-0.9200000000000002,-0.27,0.4900000000000001,-2.15,-3.7100000000000004,-1.11
 DERMATOLÓGICO,-0.9699999999999999,0.5099999999999999,0.43999999999999995,0.20999999999999996,-0.6500000000000001,0.0,0.43000000000000005,0.6500000000000001,2.03,-0.4300000000000001,-1.1400000000000001,-0.6400000000000001,-2.95,-0.08999999999999997
 ANTIALÉRGICO E  BRONCODILATADOR,2.3200000000000003,-0.25,-0.46999999999999986,0.6599999999999999,-0.15999999999999992,-2.96,0.010000000000000009,1.0699999999999998,1.0699999999999998,-2.0200000000000005,-1.51,0.54,-2.37,-0.07999999999999996
 GASTROPROTETOR,0.33000000000000007,-0.15,-2.12,0.38,-3.78,-0.4600000000000001,1.45,-1.7999999999999998,-0.88,-1.5699999999999998,-4.91,0.05999999999999994,-1.29,-1.64
 VITAMINA E FORTIFICANTE,-0.10000000000000009,-0.08000000000000007,-1.97,-3.0599999999999996,-3.7800000000000002,-1.12,-0.5,-0.47,0.51,-0.35,-2.5,0.5499999999999999,-1.1099999999999999,-1.5099999999999998
 HORMÔNIO,-2.53,-0.010000000000000009,-1.0,-0.25,1.1,-0.38,0.6,3.87,0.3599999999999999,-0.95,-1.02,0.36,-2.6399999999999997,-0.19999999999999996
 PSICOTRÓPICO E ANOREXÍGENO,-0.6199999999999999,-0.21000000000000002,2.57,-0.18,0.43999999999999995,-0.23000000000000004,0.010000000000000037,0.6100000000000001,3.12,1.6300000000000001,1.01,0.76,-3.71,0.67
 HIPOTENSOR E HIPOCOLESTEROLEMICO,0.15000000000000013,0.07,2.28,-1.56,-0.1100000000000001,-0.44,0.31,0.7,-0.34999999999999987,2.85,0.48,1.54,-3.75,0.39999999999999997
 OFTALMOLÓGICO,-1.7999999999999998,-0.18000000000000002,-0.79,0.030000000000000027,0.9799999999999995,0.0,0.08999999999999997,7.4399999999999995,1.81,-2.13,0.060000000000000026,0.3799999999999999,-2.05,0.22000000000000008
 PRODUTOS ÓTICOS,-0.51,-0.44000000000000006,-1.4900000000000002,-1.84,0.3900000000000001,1.58,-1.2400000000000002,0.6,-1.52,-1.46,-0.18000000000000005,-0.5299999999999998,1.54,-0.52
 ARMAÇÃO DE ÓCULOS,0.0,-2.64,0.0,0.0,-1.22,0.0,0.0,0.14000000000000012,-2.27,-2.8100000000000005,0.0,0.0,0.0,-1.57
 ÓCULOS SEM GRAU,0.25,-2.0,-2.39,-0.9,3.87,0.0,0.14000000000000012,-4.16,-4.62,0.5700000000000003,-0.5100000000000002,-6.16,-1.93,-0.37
 LENTES DE ÓCULOS E DE CONTATO,-1.07,1.03,-0.8899999999999997,-2.6100000000000003,-0.44999999999999973,1.58,-2.22,1.8199999999999998,0.9999999999999998,-2.02,0.30000000000000004,2.2199999999999998,3.23,-0.28
 SERVIÇOS DE SAÚDE,2.77,2.53,2.33,2.79,2.63,2.37,2.77,3.2,2.2199999999999998,1.79,2.5300000000000002,2.15,2.59,2.53
 SERVIÇOS MÉDICOS E DENTÁRIOS,1.02,1.72,1.7599999999999998,1.5099999999999998,1.07,1.3900000000000001,2.48,4.01,1.17,0.83,1.51,-0.54,1.9,1.33
 MÉDICO,0.51,3.11,2.0500000000000003,2.94,2.62,0.91,3.33,1.81,0.8,0.0,0.51,-0.88,-1.9100000000000001,1.6
 DENTISTA,2.34,0.38999999999999996,1.58,0.0,0.34,2.2,1.19,5.07,1.5799999999999998,2.11,2.6100000000000003,0.33999999999999997,6.11,1.37
 APARELHO ORTODONTICO,0.0,2.69,0.0,0.0,1.96,0.0,0.0,0.0,0.0,-1.1999999999999997,0.0,0.0,2.52,1.1199999999999999
 ARTIGOS ORTOPÉDICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,1.49
 FISIOTERAPEUTA,1.83,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
 PSICÓLOGO,-0.94,-3.79,0.37,0.0,-0.57,0.0,0.0,5.220000000000001,0.0,0.0,0.0,0.0,0.0,-0.61
 SERVIÇOS LABORATORIAIS E HOSPITALARES,0.79,1.62,0.38,0.63,0.91,0.41999999999999993,0.58,0.86,0.44,-0.020000000000000018,2.44,2.48,0.8600000000000001,0.8300000000000001
 EXAME DE LABORATÓRIO,1.29,1.06,0.3500000000000001,0.13999999999999999,0.0,-3.1399999999999997,1.06,0.75,0.51,0.71,2.03,0.8300000000000001,-2.04,0.38
 HOSPITALIZAÇÃO E CIRURGIA,1.21,1.49,0.07999999999999999,0.48,0.94,6.47,1.2600000000000002,-0.019999999999999997,-0.08,-0.22999999999999998,4.0,2.45,0.0,0.8999999999999999
 EXAME DE IMAGEM,-0.49999999999999994,2.8900000000000006,1.21,1.21,0.6699999999999999,0.0,-1.4500000000000002,1.58,1.49,0.81,-0.91,3.71,3.89,1.06
 PLANO DE SAÚDE,3.2100000000000004,3.0199999999999996,3.1500000000000004,3.21,3.2100000000000004,3.21,3.21,3.2100000000000004,3.1100000000000003,3.2100000000000004,3.21,3.13,3.1000000000000005,3.19
 PLANO DE SAÚDE,3.2100000000000004,3.0199999999999996,3.1500000000000004,3.21,3.2100000000000004,3.21,3.21,3.2100000000000004,3.1100000000000003,3.2100000000000004,3.21,3.13,3.1000000000000005,3.19
 CUIDADOS PESSOAIS,-1.31,0.78,1.47,-1.4999999999999998,0.33999999999999997,1.4500000000000002,0.23999999999999988,-1.11,0.30000000000000004,-1.43,1.1300000000000001,0.22000000000000003,-0.20999999999999996,0.040000000000000036
 HIGIENE PESSOAL,-1.31,0.78,1.47,-1.4999999999999998,0.33999999999999997,1.4500000000000002,0.23999999999999988,-1.11,0.30000000000000004,-1.43,1.1300000000000001,0.22000000000000003,-0.20999999999999996,0.040000000000000036
