Variacoes - OUTUBRO - DEZEMBRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 ÍNDICE GERAL,0.9,1.1500000000000001,0.5900000000000001,0.82,1.7,1.53,0.18,0.79,0.30000000000000004,1.13,2.96,0.26,0.97,1.14
 ALIMENTAÇÃO E BEBIDAS,0.3900000000000001,0.06,-0.58,-0.4000000000000001,0.73,1.06,-1.09,-0.4,-1.27,0.66,0.7600000000000001,0.03,0.9700000000000001,0.11000000000000003
 ALIMENTAÇÃO NO DOMICÍLIO,0.32000000000000006,-0.060000000000000026,-0.72,-0.9500000000000001,-0.12000000000000005,-0.48,-2.3,-0.54,-1.84,0.33999999999999997,0.61,-0.27999999999999997,0.65,-0.47
" CEREAIS, LEGUMINOSAS E OLEAGINOSAS",-3.4699999999999998,-5.0,-6.6499999999999995,-9.889999999999999,-4.01,-7.359999999999999,-8.92,-4.43,-14.5,-7.65,-6.63,-6.27,-4.25,-6.61
 ARROZ,-1.3000000000000003,-3.4599999999999995,1.1099999999999999,-0.08000000000000007,-1.42,-2.7600000000000002,-4.79,-2.18,-2.71,-5.0600000000000005,-2.74,-5.109999999999999,-4.4799999999999995,-2.12
 FEIJÃO-MULATINHO,0.0,0.0,0.0,-18.69,0.0,0.0,0.0,-21.549999999999997,-29.46,0.0,0.0,0.0,0.0,-22.96
 FEIJÃO-PRETO,-6.680000000000001,-9.18,0.0,0.0,0.0,0.0,-3.5900000000000003,0.0,0.0,-8.91,0.0,-7.0,-4.29,-7.2
 FEIJÃO-MACASSAR (FRADINHO),0.0,0.0,0.0,-10.620000000000001,0.0,0.0,0.0,-4.630000000000001,-2.9,0.0,0.0,0.0,0.0,-5.59
 FEIJÃO-CARIOCA (RAJADO),0.0,0.0,-25.54,-19.07,-10.149999999999999,-15.91,-22.06,-10.0,-28.470000000000002,-16.97,-17.03,-10.91,-3.0600000000000005,-18.42
" FARINHAS, FÉCULAS E MASSAS",-0.11999999999999988,-2.1,-0.95,-3.1999999999999997,-0.22999999999999976,-1.87,-1.37,-0.5900000000000001,-6.370000000000001,-0.2300000000000001,0.10999999999999996,0.89,-0.16999999999999993,-1.89
 FARINHA DE ARROZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,-1.45,0.0,0.0,0.0,0.0,0.83
 MACARRÃO,-1.0099999999999998,0.18999999999999995,-0.7499999999999998,-2.44,0.3500000000000001,-2.88,1.2600000000000002,-2.0900000000000003,3.7,0.6299999999999999,-1.09,1.52,-0.8099999999999999,-0.06
 FUBÁ DE MILHO,0.0,0.0,-2.62,-4.1,0.0,0.0,0.0,0.0,-1.8800000000000008,0.0,1.5,0.0,0.0,-2.98
 AMIDO DE MILHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1600000000000001,0.0,0.0,0.0,0.0,0.0,-1.1600000000000001
 FLOCOS DE MILHO,0.0,0.0,0.0,-0.8499999999999999,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42000000000000004
 FARINHA DE TRIGO,1.8900000000000001,-4.8,2.0599999999999996,0.0,-0.22000000000000008,0.0,-3.37,0.0,0.0,-0.19999999999999996,3.11,-2.79,-2.08,-0.89
 FARINHA VITAMINADA,0.0,0.0,0.0,1.33,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,1.9300000000000002
 FARINHA DE MANDIOCA,3.6200000000000006,0.0,0.0,-5.0,0.0,-5.97,-1.9599999999999997,-0.69,-10.45,0.0,0.0,3.18,0.0,-5.220000000000001
 MASSA SEMIPREPARADA,-1.17,-3.01,-1.9,0.0,-1.1999999999999997,1.44,0.0,0.0,0.0,-2.4299999999999997,0.12000000000000001,-1.24,3.43,-1.54
" TUBÉRCULOS, RAÍZES E LEGUMES",11.62,2.17,7.420000000000001,12.41,2.2800000000000002,18.369999999999997,0.040000000000000036,10.16,10.16,12.399999999999999,14.11,9.97,9.29,6.97
 BATATA-INGLESA,31.549999999999997,19.84,34.78,22.65,19.880000000000003,51.11,12.439999999999998,27.29,33.31,38.83,43.22,30.85,29.72,26.88
 INHAME,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12
 MANDIOCA (AIPIM),0.0,12.729999999999999,0.0,1.2799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.219999999999999,1.87,5.26
 ABÓBORA,-2.5,0.0,-26.31,0.0,0.0,-8.49,0.0,0.0,0.0,0.0,-1.2500000000000002,0.0,0.0,-11.22
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.08,0.0,0.0,0.0,0.0,-30.07
 QUIABO,0.0,0.0,9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77
 TOMATE,-4.289999999999999,-8.330000000000002,2.929999999999998,41.940000000000005,-6.39,8.65,3.41,8.04,20.1,0.5099999999999998,10.6,0.6499999999999986,8.16,1.8200000000000003
 CEBOLA,3.3000000000000003,-14.6,-12.709999999999999,-13.34,1.9099999999999995,-0.040000000000000036,-13.04,-13.09,-13.190000000000001,1.0300000000000002,-4.220000000000001,-4.87,-5.29,-5.73
 CENOURA,20.45,0.0,-2.5299999999999994,0.0,-0.43999999999999995,22.9,0.0,12.219999999999999,36.08,16.05,9.129999999999999,12.56,0.0,10.120000000000001
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,-4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.07
 AÇÚCARES E DERIVADOS,-1.74,-5.74,1.63,-4.73,-2.46,-3.25,-9.41,-2.9200000000000004,-7.550000000000001,-4.619999999999999,-1.3,0.10999999999999965,-3.21,-3.3499999999999996
 AÇÚCAR REFINADO,-4.68,-7.909999999999999,0.0,0.0,-6.290000000000001,0.0,-9.760000000000002,-8.36,0.0,-10.54,0.0,0.0,0.0,-6.84
 AÇÚCAR CRISTAL,-0.4299999999999997,-11.200000000000001,5.84,-7.11,1.29,-3.2100000000000004,-13.04,-0.99,-9.73,-8.41,-2.55,2.21,-2.1100000000000003,-3.88
 BALAS,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1599999999999997,0.0,0.0,0.0,-0.63
 CHOCOLATE EM BARRA E BOMBOM,-1.5999999999999999,-4.97,-3.54,4.0600000000000005,-1.3499999999999999,-3.67,-1.7500000000000002,0.0,2.04,1.4400000000000002,-0.26,-2.16,-2.16,-1.73
 SORVETE,-2.16,-3.15,-5.16,-2.4000000000000004,-5.36,-3.02,0.0,0.38000000000000034,-4.300000000000001,-3.8099999999999996,1.5099999999999998,-2.8899999999999997,-9.02,-4.109999999999999
 CHOCOLATE E ACHOCOLATADO EM PÓ,3.2499999999999996,-4.47,0.2900000000000001,-4.68,-0.59,-3.83,-1.16,4.99,-1.64,-2.6399999999999997,-0.42000000000000015,-3.7300000000000004,0.53,-0.7499999999999999
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,1.0700000000000003,0.0,-1.9100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3899999999999997
 HORTALIÇAS E VERDURAS,-2.52,8.690000000000001,3.2800000000000002,-0.1800000000000006,3.67,0.040000000000000036,-2.73,-3.6799999999999997,0.17999999999999972,-2.47,3.5,-2.5799999999999996,-1.07,1.2999999999999998
 ALFACE,-0.1100000000000001,15.67,3.4400000000000004,0.7199999999999998,5.02,6.879999999999999,-5.279999999999999,-0.42,-1.4400000000000004,1.6799999999999997,4.5600000000000005,2.3699999999999997,1.2,3.74
 COENTRO,0.0,0.0,0.0,3.1400000000000006,0.0,0.0,0.0,0.0,2.3200000000000003,0.0,0.0,0.0,0.0,2.38
 COUVE,0.41999999999999993,0.0,4.79,0.0,2.75,-5.94,0.0,0.0,0.0,-13.600000000000001,4.28,2.3100000000000005,0.0,1.31
 COUVE-FLOR,-2.1799999999999997,-1.5000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.370000000000001,0.0,-1.8299999999999992
 REPOLHO,-12.3,3.99,-0.17999999999999883,-11.39,-11.530000000000001,-2.87,-3.4700000000000006,0.0,-2.0300000000000002,-9.54,0.9500000000000002,-16.22,-6.859999999999999,-5.9399999999999995
 CHEIRO-VERDE,-2.61,0.0,0.0,0.0,10.59,-6.19,-1.08,-4.16,1.29,0.0,0.0,-3.8000000000000003,-2.19,0.8299999999999998
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100000000000001,1.9100000000000001
 BRÓCOLIS,-3.04,4.959999999999999,4.920000000000001,0.0,1.73,3.3200000000000003,0.0,0.0,0.0,-0.8699999999999999,0.0,0.0,0.0,0.8700000000000001
 FRUTAS,0.8500000000000001,3.9000000000000004,-2.42,-0.8400000000000001,2.220446049250313e-16,-5.16,-1.0899999999999999,-4.5600000000000005,-1.85,-2.6499999999999995,2.39,-5.34,5.0200000000000005,-0.4099999999999998
 BANANA-DA-TERRA,0.0,0.0,0.0,-3.6599999999999993,0.0,0.0,0.0,0.0,-12.379999999999999,0.0,0.0,-12.309999999999999,0.0,-8.71
 ABACAXI,-8.88,11.489999999999998,-1.8,-12.37,11.52,0.0,0.0,0.0,0.0,6.109999999999999,10.760000000000002,0.0,-0.930000000000001,2.08
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,48.6
 BANANA-D'ÁGUA,2.41,2.34,0.0,0.0,5.76,-2.13,0.0,0.0,0.0,-5.99,0.0,0.0,31.479999999999997,3.63
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.0,23.05,13.83
 BANANA-PRATA,-1.7000000000000002,-8.27,-14.24,-11.78,-3.9800000000000004,-15.170000000000002,-5.32,-10.09,-11.96,-12.98,-4.44,-11.52,0.0,-8.67
 LARANJA-BAÍA,0.0,39.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.79
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,6.14
 MAÇÃ,9.42,3.4000000000000004,4.09,2.13,6.569999999999999,0.3300000000000005,6.8,0.9699999999999998,1.0499999999999998,7.77,5.26,0.8900000000000001,-7.390000000000001,4.9
 MAMÃO,-3.55,-3.32,-7.64,-0.6800000000000006,1.08,-3.76,-9.37,-15.31,-3.1900000000000004,-16.84,0.0,-1.3600000000000012,-6.72,-4.58
 MANGA,-14.959999999999999,0.0,0.0,0.6799999999999997,0.0,-13.19,0.0,0.0,0.0,0.0,0.0,-16.67,0.0,-9.61
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.419999999999998,16.39,0.0,0.0,0.0,0.0,15.130000000000003
 MELANCIA,0.0,0.0,-5.09,1.4400000000000004,-3.62,2.16,3.51,-17.689999999999998,-7.380000000000001,-15.960000000000003,7.64,0.0,-7.559999999999999,-4.7299999999999995
 PÊRA,-3.25,0.0,0.0,0.0,-3.64,-5.77,0.0,0.0,0.0,0.0,-0.4400000000000004,2.4,0.0,-3.45
 TANGERINA,0.0,3.9000000000000004,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,-5.34,0.0,3.51
 UVA,11.07,0.0,2.38,1.9299999999999997,-17.17,-11.120000000000001,-8.36,10.85,0.6199999999999999,-1.0799999999999992,14.79,10.209999999999999,-3.99,-6.319999999999999
 LARANJA-PERA,1.8399999999999999,0.0,5.88,20.439999999999998,5.8999999999999995,9.090000000000002,-2.9400000000000004,12.12,17.240000000000002,5.5200000000000005,-7.58,-2.87,5.49,6.73
 MORANGO,0.0,-1.3400000000000016,24.43,0.0,0.0,0.0,0.0,0.0,0.0,14.579999999999998,0.0,0.0,0.0,13.760000000000002
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,0.0,0.0,0.0,0.0,10.47
 CARNES,5.23,0.44000000000000006,1.89,-1.3900000000000001,2.56,1.8699999999999999,-1.05,1.06,-0.14,3.8999999999999995,3.7199999999999998,2.59,1.2200000000000002,1.7799999999999998
 FÍGADO,0.0,0.0,0.0,-4.15,0.0,0.0,-1.0199999999999998,-6.54,-1.91,0.0,0.0,0.0,0.0,-2.71
 CARNE DE PORCO,-4.96,-0.030000000000000082,-1.3399999999999999,2.1199999999999997,3.96,-2.220446049250313e-16,-7.03,-1.1699999999999997,-0.28000000000000025,-1.6,1.0699999999999998,-1.83,2.0999999999999996,0.07000000000000006
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.640000000000001,-1.9,0.0,0.0,0.0,0.0,-3.96
 CONTRAFILÉ,11.28,-1.4000000000000004,1.35,4.109999999999999,6.01,4.300000000000001,-5.45,1.7799999999999998,4.84,9.93,4.99,8.61,-1.3000000000000003,4.32
 FILÉ-MIGNON,6.709999999999999,0.0,0.0,-7.739999999999999,0.0,0.0,4.82,0.0,3.38,0.9700000000000002,3.93,0.0,-2.63,2.2800000000000002
 CHÃ DE DENTRO,3.2899999999999996,1.1600000000000001,0.4300000000000004,-3.95,4.07,7.55,0.36000000000000004,2.02,2.9099999999999997,6.59,3.52,5.3999999999999995,1.270000000000001,2.75
 ALCATRA,8.74,2.119999999999999,6.030000000000001,1.97,4.08,7.67,-4.22,2.43,1.16,13.14,4.710000000000001,8.71,1.04,4.33
 PATINHO,3.27,-2.88,1.79,0.81,2.8,3.34,-3.14,3.4,-1.3599999999999999,4.699999999999999,3.41,3.08,8.399999999999999,1.86
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-4.11,0.0,2.01,0.0,0.0,0.0,0.0,-2.11
 LAGARTO COMUM,0.0,0.0,0.0,0.0,2.27,0.9099999999999997,0.0,4.1,3.5700000000000003,0.0,4.23,0.0,2.5700000000000003,2.58
 MÚSCULO,0.45999999999999996,0.3700000000000001,1.12,0.5399999999999998,-1.0399999999999998,0.0,-4.499999999999999,0.0,-0.5699999999999996,0.8999999999999999,1.55,-5.76,1.8,-0.2699999999999999
 PÁ,0.0,-3.19,0.0,-1.81,-2.09,-1.5100000000000002,1.0499999999999998,0.0,0.8400000000000001,5.46,0.0,0.0,3.53,-0.6
 ACÉM,0.9000000000000004,-3.7300000000000004,-1.4,0.08999999999999986,0.9000000000000001,-2.46,3.2199999999999998,0.5100000000000002,-5.36,-5.26,0.6399999999999997,0.2999999999999998,3.9200000000000004,-0.10000000000000003
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,0.6600000000000001,1.3900000000000003,2.51,0.0,1.54,0.0,-4.0,1.2199999999999998
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.23
 COSTELA,3.2700000000000005,2.8100000000000005,3.21,-5.359999999999999,0.53,-2.6399999999999997,1.6399999999999997,-0.2400000000000002,-4.029999999999999,-2.2100000000000004,4.83,0.78,-0.32000000000000006,0.6699999999999999
 PESCADOS,1.58,-1.54,3.82,5.48,0.6099999999999999,-3.2,1.5200000000000002,-2.5799999999999996,2.79,-0.29999999999999993,-1.4,6.87,7.6899999999999995,1.45
 PEIXE-ANCHOVA,-17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.65
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.24
 PEIXE-CORVINA,7.55,0.0,0.0,10.620000000000001,0.0,0.0,0.0,0.0,4.720000000000001,0.0,0.0,0.0,0.0,6.63
 PEIXE-CAVALINHA,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
 PEIXE,0.0,-1.54,3.82,0.0,0.0,-3.2,0.0,0.0,0.0,-0.29999999999999993,-1.4,0.0,0.0,0.030000000000000027
 PEIXE-SARDINHA,0.0,0.0,0.0,2.41,14.25,0.0,0.0,0.0,-0.7600000000000006,0.0,0.0,0.0,-2.0299999999999994,8.799999999999999
 CAMARÃO,0.87,0.0,0.0,8.96,0.0,0.0,-5.93,0.0,4.35,0.0,0.0,3.91,2.42,1.25
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,4.7
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.14,2.44,0.0,0.0,0.0,0.0,-1.3199999999999998
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.239999999999998,15.239999999999998
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.539999999999999,0.0,-5.529999999999999
 PEIXE-CAÇÃO,-3.6800000000000006,0.0,0.0,0.0,-3.28,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,-3.04
 PEIXE-MERLUZA,8.51,0.0,0.0,4.6000000000000005,0.6099999999999999,0.0,0.0,0.0,-7.239999999999999,0.0,0.0,0.0,13.55,2.9699999999999998
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,2.610000000000001,-2.85,0.0,0.0,0.0,0.0,0.0,0.3600000000000001
 PEIXE-PESCADA,5.6899999999999995,0.0,0.0,1.1099999999999999,-3.36,0.0,-0.52,0.0,-0.31999999999999995,0.0,0.0,34.53,0.0,-0.059999999999999956
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,4.880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.880000000000001
 PEIXE-CASTANHA,0.0,0.0,0.0,-1.1300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1300000000000001
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,-6.51,0.0,0.0,-2.5799999999999996,0.0,0.0,0.0,0.0,7.6899999999999995,-4.53
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9700000000000002,0.0,0.0,0.0,0.0,0.0,-1.9700000000000002
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,1.5200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.5200000000000002
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,7.359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.359999999999999
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.95,0.0,-9.95
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.729999999999997,16.729999999999997
 CARNES E PEIXES INDUSTRIALIZADOS,-0.43999999999999995,-2.48,-3.3,-1.67,-1.88,-1.5300000000000002,-2.34,-0.6099999999999999,-3.87,2.45,-0.8700000000000003,-1.5700000000000003,-0.07,-1.82
 PRESUNTO,-2.75,-9.100000000000001,-3.08,0.0,-2.98,-0.16000000000000003,-2.63,-3.08,-2.77,5.98,0.21999999999999997,-1.4699999999999998,5.15,-2.42
 SALSICHA,-1.05,0.73,-1.5099999999999998,-8.89,-3.0100000000000002,-1.25,0.2300000000000002,0.0,0.0,1.8699999999999999,-10.44,-6.55,-2.9699999999999998,-2.0
 LINGUIÇA,0.040000000000000036,-3.9399999999999995,-4.609999999999999,4.13,-1.1600000000000001,-1.4900000000000002,-1.37,-1.6099999999999999,-4.72,-0.20000000000000018,0.7199999999999998,-2.95,-1.0299999999999998,-1.7499999999999998
 MORTADELA,-0.30000000000000004,-2.6100000000000003,0.28,-1.1102230246251565e-16,-1.3300000000000003,0.0,0.64,-1.2199999999999993,0.0,4.569999999999999,0.0,3.91,-0.07000000000000006,-0.22999999999999998
 SALAME,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 CARNE-SECA E DE SOL,1.9100000000000001,0.0,0.0,-2.1,0.0,0.0,-3.74,3.88,-3.97,0.0,0.0,5.83,0.0,-2.5
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-2.3800000000000003,0.0,0.0,0.0,0.0,0.0,-1.5499999999999998,0.0,0.0,0.0,0.0,-1.94
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,-4.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1000000000000005
 AVES E OVOS,-0.95,-1.59,-0.12000000000000016,-0.6900000000000002,-1.1599999999999997,-0.05999999999999961,-1.8099999999999998,0.7799999999999999,1.8,-2.0099999999999993,1.31,-3.9800000000000004,0.6099999999999999,-0.68
 FRANGO INTEIRO,-0.03000000000000025,1.04,4.84,1.1399999999999997,0.5100000000000002,1.81,-2.37,1.44,3.5599999999999996,-0.4900000000000002,3.55,-1.95,3.84,0.94
 FRANGO EM PEDAÇOS,-1.6700000000000002,0.53,-2.54,2.26,0.1200000000000001,0.36,0.25,-1.7799999999999998,1.9800000000000002,-1.5,2.21,-2.27,1.91,-0.24
