Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 FOTOCÓPIA,0.0,0.0,0.8099999999999998,0.8300000000000001,0.0,0.0,3.9699999999999998,-0.8099999999999999,4.98,0.0,0.0,0.0,0.0,1.99
 ARTIGOS DE PAPELARIA,0.2500000000000001,-4.9,2.91,1.5199999999999996,-0.18000000000000016,-0.78,2.0,4.57,7.14,1.79,-0.9000000000000004,3.3099999999999996,1.65,0.79
 CURSOS DIVERSOS,6.44,2.63,1.8499999999999999,4.24,5.05,2.36,3.83,4.77,3.43,1.54,1.83,5.96,2.45,4.12
 CURSO PREPARATÓRIO,9.17,0.03000000000000025,2.5,3.1,5.4399999999999995,-0.21,5.55,5.14,4.01,2.58,4.45,8.69,0.4,4.31
 CURSO TÉCNICO,0.0,1.28,2.83,0.0,3.08,-1.32,12.08,6.48,3.41,3.23,0.0,4.14,0.22,3.5
 CURSO DE IDIOMA,6.76,5.07,1.71,8.73,7.859999999999999,3.95,8.96,0.62,5.7,3.13,0.49,12.87,9.700000000000001,6.380000000000001
 CURSO DE INFORMÁTICA,0.0,3.7199999999999998,0.8799999999999999,3.89,0.59,0.0,6.36,7.159999999999999,-1.9300000000000002,-0.28,0.0,2.83,-4.43,1.68
 ATIVIDADES FÍSICAS,4.75,0.87,1.05,1.25,3.4299999999999997,4.79,-3.58,3.7800000000000002,2.91,-0.03,1.18,1.73,-2.25,2.38
 COMUNICAÇÃO,-0.36,-0.33,-0.22000000000000003,-0.22,-0.13000000000000003,-0.18,-0.09999999999999999,-0.06999999999999998,0.13,-0.15,-0.36,0.38,-0.3,-0.17000000000000004
 COMUNICAÇÃO,-0.36,-0.33,-0.22000000000000003,-0.22,-0.13000000000000003,-0.18,-0.09999999999999999,-0.06999999999999998,0.13,-0.15,-0.36,0.38,-0.3,-0.17000000000000004
 COMUNICAÇÃO,-0.36,-0.33,-0.22000000000000003,-0.22,-0.13000000000000003,-0.18,-0.09999999999999999,-0.06999999999999998,0.13,-0.15,-0.36,0.38,-0.3,-0.17000000000000004
 CORREIO,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,2.33
 TELEFONE FIXO,-1.79,-2.02,-1.54,-1.4,-1.14,-1.54,-1.22,-1.44,-1.41,-1.07,-0.88,-1.32,-1.42,-1.4
 TELEFONE PÚBLICO,0.0,0.0,0.0,0.0,-2.15,0.0,0.0,0.0,0.0,-3.0,-2.89,-0.44,-0.43,-1.51
 TELEFONE CELULAR,0.0,0.0,0.73,0.59,0.52,0.0,0.73,0.5,0.5,0.72,0.0,1.26,0.0,0.43
 ACESSO À INTERNET,1.12,0.84,1.4,1.12,2.35,1.74,0.0,0.84,2.15,1.68,0.84,1.76,1.76,1.64
 APARELHO TELEFÔNICO,0.6299999999999999,3.0,-3.0200000000000005,-4.91,-1.6499999999999997,1.12,-4.94,-0.9099999999999999,1.3300000000000003,-2.19,1.0799999999999998,-1.06,-2.1799999999999997,-1.4700000000000002
 TELEFONE COM INTERNET - PACOTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 TV POR ASSINATURA COM INTERNET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
