Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 PEPINO EM CONSERVA,0.0,0.7100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.65,0.0,0.0,-0.96,-0.4899999999999998
 SARDINHA EM CONSERVA,1.7599999999999998,1.0299999999999998,-1.3699999999999999,3.62,2.51,0.0,1.02,-0.5399999999999998,0.7499999999999998,1.55,4.39,1.64,1.33,1.6199999999999999
 SALSICHA EM CONSERVA,0.0,0.0,0.0,1.46,0.0,0.08000000000000007,-1.06,-0.36999999999999983,0.0,0.0,0.0,0.0,0.0,-0.17
 CARNE EM CONSERVA,0.0,0.0,0.0,-0.11999999999999977,0.0,0.0,-2.0599999999999996,2.06,0.0,0.0,0.0,0.0,0.0,-0.6600000000000001
 PATÊ,2.6599999999999997,-1.1300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
 SOPA DESIDRATADA,0.0,0.11000000000000004,1.8299999999999998,0.0,-0.22999999999999998,1.28,0.0,0.0,0.0,0.0,0.74,-1.04,0.0,0.48
 AZEITONA,-1.53,0.0,-2.05,-0.55,0.42999999999999994,2.57,0.18999999999999997,0.0,-3.64,1.5999999999999999,-0.41000000000000003,1.8100000000000003,-2.42,-0.25
 MILHO-VERDE EM CONSERVA,-1.2000000000000002,0.41000000000000036,-1.47,-1.8600000000000003,-3.37,3.4899999999999998,-0.98,-1.6299999999999997,-2.06,3.2600000000000002,-2.1999999999999997,4.18,0.1,-0.9400000000000001
 ATUM EM CONSERVA,0.36000000000000004,2.3600000000000003,2.58,0.0,-0.09,-0.71,0.0,4.5,3.35,2.9000000000000004,0.0,0.0,0.0,1.08
 SAL E CONDIMENTOS,-4.6899999999999995,0.0,-1.75,-1.46,-0.64,-1.12,-0.49,-2.2800000000000002,-5.7,0.91,-1.27,-5.1899999999999995,-2.6799999999999997,-1.58
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.79,0.0,0.0,0.0,0.0,-6.79
 ATOMATADO,-1.2400000000000002,-0.5899999999999999,-0.04999999999999995,1.69,-0.7899999999999999,-0.96,0.4500000000000002,-1.6400000000000001,-3.69,0.7500000000000001,1.8,-0.96,-0.8200000000000001,-0.64
 ALHO,-10.1,0.0,-9.41,-11.82,-0.8299999999999997,-4.55,-6.4,-5.16,-16.99,-5.76,-8.84,-14.370000000000001,-7.76,-6.76
 SAL,0.0,0.0,0.0,0.0,0.0,3.03,0.6199999999999999,0.26,0.0,0.0,2.6799999999999997,0.0,-3.8800000000000003,0.75
 FERMENTO,0.0,-0.21000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.5000000000000001,0.0,0.08999999999999997
 MAIONESE,0.1200000000000001,1.34,-0.79,-2.35,-1.35,0.03000000000000025,0.46,-4.2,0.0,3.3099999999999996,2.94,1.37,-2.9000000000000004,0.04999999999999999
 VINAGRE,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,-1.5699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-1.08
 CALDO CONCENTRADO,-2.8099999999999996,1.46,2.0600000000000005,1.23,-5.84,-0.48,0.0,3.65,-0.87,0.0,0.0,0.8200000000000001,0.0,-1.5
 TEMPERO MISTO,0.0,-1.21,4.3,1.49,3.59,0.6,5.279999999999999,1.8199999999999998,1.36,5.9399999999999995,-1.1500000000000001,2.3600000000000003,1.3499999999999999,2.98
 ALIMENTAÇÃO FORA DO DOMICÍLIO,2.33,-1.9300000000000002,0.42000000000000004,-0.1100000000000001,0.51,0.8900000000000001,1.45,0.6299999999999999,1.15,1.85,0.51,1.75,1.6099999999999999,0.76
 ALIMENTAÇÃO FORA DO DOMICÍLIO,2.33,-1.9300000000000002,0.42000000000000004,-0.1100000000000001,0.51,0.8900000000000001,1.45,0.6299999999999999,1.15,1.85,0.51,1.75,1.6099999999999999,0.76
 REFEIÇÃO,3.04,-3.84,0.5800000000000001,-0.57,0.10999999999999999,1.3299999999999998,2.17,1.34,1.02,2.52,0.88,1.15,1.7400000000000002,0.67
 LANCHE,1.29,0.78,0.13000000000000003,-0.17000000000000004,1.37,-0.07,2.25,-0.17999999999999994,0.69,2.0199999999999996,0.5299999999999998,2.69,1.42,1.02
 CAFÉ DA MANHÃ,-1.82,2.68,1.8399999999999999,5.98,2.25,-2.75,4.25,0.0,2.5,0.0,0.0,1.83,0.0,1.95
 REFRIGERANTE E ÁGUA MINERAL,0.51,2.45,0.08999999999999998,2.49,-0.27,2.5300000000000002,-0.8900000000000001,0.6799999999999999,1.88,-0.25,-1.74,0.79,1.02,0.43
 CAFEZINHO,-0.8499999999999999,-0.10999999999999988,0.0,0.0,5.529999999999999,0.0,0.0,0.0,0.0,0.0,2.0700000000000003,0.0,0.0,2.9299999999999997
 CERVEJA,-0.010000000000000009,1.24,0.04000000000000003,-3.25,0.030000000000000138,0.26,-1.1800000000000002,-1.81,1.6600000000000001,-0.45999999999999996,-0.71,2.49,3.29,-0.04000000000000001
 OUTRAS BEBIDAS ALCOÓLICAS,2.48,0.0,0.31,3.7499999999999996,0.0,3.8,0.9999999999999999,-0.03999999999999998,0.36000000000000026,0.0,0.0,-0.33999999999999997,0.0,1.5599999999999998
 DOCES,0.32999999999999985,1.6099999999999999,1.69,5.2,2.0300000000000002,1.01,2.21,3.0400000000000005,2.35,-1.3900000000000001,-0.14,4.31,-1.7699999999999998,1.5
 HABITAÇÃO,1.21,1.67,-0.78,-1.6600000000000001,-0.53,-0.69,-1.05,0.13,-0.99,-1.38,-2.96,-0.9700000000000001,-1.89,-0.43999999999999995
 ENCARGOS E MANUTENÇÃO,1.09,0.33,0.41000000000000003,0.32,0.9,0.1,1.4,1.9700000000000002,0.75,0.42000000000000004,0.22999999999999998,0.54,0.63,0.74
 ALUGUEL E TAXAS,1.58,0.53,0.33,0.32,1.2999999999999998,0.33999999999999997,2.66,2.37,0.79,0.14,0.2,0.6799999999999999,1.2200000000000002,0.99
 ALUGUEL RESIDENCIAL,0.8799999999999999,0.38,0.28,-0.13,0.97,0.3,1.49,0.76,0.89,-0.24,-0.030000000000000027,0.7200000000000001,0.54,0.64
 CONDOMÍNIO,3.58,1.6099999999999999,1.16,1.24,3.16,0.79,2.14,2.75,1.53,1.8900000000000001,1.43,1.42,4.54,2.46
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,0.0,0.0,0.0,0.0,9.26,5.66,0.0,0.0,0.0,0.0,1.74,0.37
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3000000000000003,-1.5699999999999998,0.0,-2.72,-2.8
 REPAROS,0.030000000000000006,0.5900000000000001,0.86,0.8700000000000001,0.38,0.12,-0.36,1.4900000000000002,0.92,0.6,0.88,0.76,0.6900000000000001,0.54
 FERRAGENS,0.0,0.0,-0.39999999999999997,0.0,3.1900000000000004,0.0,0.0,3.45,0.0,1.2700000000000002,3.28,2.56,0.0,2.17
 MATERIAL DE ELETRICIDADE,0.0,3.22,0.0,0.0,0.0,0.0,1.03,0.0,0.0,-2.12,0.0,0.0,0.0,0.09999999999999998
 MATERIAL DE PINTURA,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.18,1.61,2.56
 VIDRO,-1.52,0.0,1.5400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2699999999999999
 TINTA,2.56,2.66,1.0,0.4800000000000001,0.6599999999999999,-2.65,-0.37999999999999984,2.82,0.030000000000000027,1.23,1.06,3.17,-0.15000000000000013,1.26
 REVESTIMENTO DE PISO E PAREDE,-9.69,0.8500000000000001,0.16000000000000003,0.39999999999999947,-1.2900000000000003,-1.29,-3.58,-1.67,6.57,4.12,2.11,3.07,2.0100000000000002,-0.10000000000000003
 CIMENTO,-2.02,-2.56,4.1000000000000005,4.6000000000000005,1.8000000000000003,0.22999999999999998,-3.51,6.94,0.17000000000000004,-0.9599999999999999,-0.37,-1.23,1.25,0.38
 TIJOLO,0.0,-2.21,0.1100000000000001,0.7899999999999998,0.43000000000000005,-1.76,2.54,1.0199999999999998,-2.0700000000000003,0.19,0.19000000000000006,-2.4299999999999997,0.0,-2.7755575615628914e-17
 MATERIAL HIDRÁULICO,0.0,0.0,0.9400000000000001,0.0,-1.79,0.0,-1.52,0.0,2.15,2.14,0.0,-2.24,0.0,-0.33999999999999997
 MÃO DE OBRA,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.44999999999999996
 AREIA,0.40000000000000013,0.0,1.2,0.0,0.0,0.0,0.0,2.06,0.34999999999999987,0.5,2.9,2.7,0.0,1.02
 TELHA,1.6300000000000001,0.0,1.96,0.0,0.0,0.0,-0.3900000000000001,3.2199999999999998,-0.8500000000000001,1.18,1.5399999999999998,0.81,0.0,1.33
 ARTIGOS DE LIMPEZA,-1.8699999999999999,-1.96,-0.5800000000000001,-0.7300000000000001,-1.45,-2.83,0.3799999999999999,0.30999999999999994,-0.09000000000000002,2.0,-1.22,-1.75,-3.1799999999999997,-0.8500000000000001
 ÁGUA SANITÁRIA,-3.17,0.0,1.41,0.46,-0.43,-1.5,-1.4100000000000001,-1.34,-3.05,2.85,0.0,0.0,0.0,-0.56
 DETERGENTE,-5.41,0.9299999999999999,-3.3000000000000003,0.15999999999999992,-0.8199999999999998,-3.52,0.25,-2.3699999999999997,1.12,3.2800000000000002,-0.6299999999999999,-1.35,-1.8600000000000003,-0.95
 SABÃO EM PÓ,-1.5699999999999998,-4.3,0.9600000000000001,-2.08,-1.71,-3.79,1.7999999999999998,1.0699999999999998,0.14000000000000007,2.18,-1.46,-2.88,-6.35,-1.08
 DESINFETANTE,-0.5900000000000003,1.96,-0.9900000000000004,2.7,0.0,-4.3,2.5199999999999996,-0.3699999999999999,3.16,5.74,-2.37,-0.7599999999999999,2.33,1.0100000000000002
 INSETICIDA,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02
 SABÃO EM BARRA,-0.33000000000000007,-2.28,-2.82,-0.55,-0.91,-1.48,-1.75,0.7499999999999999,-2.4999999999999996,-1.8300000000000005,-3.21,1.4700000000000002,1.1899999999999997,-1.42
 ESPONJA DE LIMPEZA,0.0,0.7699999999999999,1.58,-1.5,-1.8599999999999999,0.0,5.06,-0.72,0.0,2.12,-1.24,-4.4399999999999995,-2.58,0.010000000000000009
 AMACIANTE,0.3499999999999999,-0.42000000000000004,-1.39,0.0,-1.9399999999999997,-0.9800000000000001,-3.0900000000000003,1.54,0.91,1.48,1.2599999999999998,-1.17,-3.4,-0.8400000000000001
 COMBUSTÍVEIS E ENERGIA,1.5899999999999999,4.33,-3.54,-5.44,-3.93,-2.9699999999999998,-3.5100000000000002,-3.35,-5.380000000000001,-5.33,-8.43,-3.71,-6.0600000000000005,-2.95
 COMBUSTÍVEIS (DOMÉSTICOS),2.44,-0.48,-1.31,-5.51,0.06999999999999995,0.6300000000000001,2.63,1.21,-6.65,15.27,-0.6499999999999999,0.42999999999999994,-1.63,0.41000000000000003
 CARVÃO VEGETAL,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
 GÁS DE BOTIJÃO,1.7899999999999998,-0.51,-1.31,-5.51,0.08000000000000007,0.6300000000000001,2.63,1.21,-6.65,16.4,-0.6499999999999999,0.42999999999999994,-1.63,0.3
 GÁS ENCANADO,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004
 ENERGIA ELÉTRICA RESIDENCIAL,1.3999999999999995,6.11,-4.470000000000001,-5.37,-5.25,-3.95,-6.049999999999999,-6.49,-4.46,-11.780000000000001,-11.530000000000001,-5.1,-7.81,-4.24
 ENERGIA ELÉTRICA RESIDENCIAL,1.3999999999999995,6.11,-4.470000000000001,-5.37,-5.25,-3.95,-6.049999999999999,-6.49,-4.46,-11.780000000000001,-11.530000000000001,-5.1,-7.81,-4.24
 ARTIGOS DE RESIDÊNCIA,0.2,-0.5900000000000001,0.07999999999999996,0.5199999999999999,0.11000000000000001,0.08999999999999997,0.23000000000000004,-0.06999999999999995,-0.39999999999999997,1.2999999999999998,2.16,1.4,0.8,0.25
 MÓVEIS E UTENSÍLIOS,-0.07999999999999996,-0.7700000000000001,0.07999999999999996,-0.41999999999999993,0.059999999999999956,-0.23,0.21999999999999997,0.02999999999999997,-0.67,0.4399999999999997,2.1999999999999997,1.66,1.1099999999999999,0.03
 MOBILIÁRIO,0.51,-1.4000000000000004,-0.31999999999999995,-0.22000000000000008,-0.6699999999999999,-1.26,-0.78,-0.8600000000000001,-1.35,0.8999999999999999,2.73,0.87,1.4,-0.33999999999999997
 MÓVEL PARA SALA,0.9000000000000001,-0.72,-0.8,0.7099999999999999,-0.5100000000000002,-2.11,-0.2799999999999999,-2.73,-2.7600000000000002,2.6399999999999992,4.55,1.67,2.9299999999999997,-0.24999999999999994
 MÓVEL PARA QUARTO,-1.57,-1.8199999999999998,-1.4,-0.25,0.37,-0.15000000000000008,-2.3,1.0399999999999998,-0.040000000000000036,-0.11000000000000001,0.7399999999999998,0.30999999999999994,1.17,-0.47000000000000003
 MÓVEL PARA COPA E COZINHA,0.30000000000000027,-1.25,1.12,-0.1100000000000001,-1.8,0.44000000000000006,2.05,-1.4700000000000002,6.109999999999999,-1.0,0.13,1.31,0.07,-0.060000000000000026
 MÓVEL INFANTIL,0.0,0.0,0.0,-1.1300000000000001,0.0,0.0,1.4100000000000001,-1.2300000000000002,0.0,0.0,1.9000000000000004,0.0,0.0,0.19999999999999973
 COLCHÃO,6.17,-2.5499999999999994,4.53,-3.79,-3.75,-0.33000000000000007,-0.02999999999999997,0.73,-6.07,3.48,3.6399999999999997,-0.33000000000000007,-2.1100000000000003,-0.56
 UTENSÍLIOS E ENFEITES,-0.9500000000000001,-0.7700000000000001,0.7800000000000001,-0.9099999999999999,-0.42999999999999994,0.31000000000000005,0.8400000000000001,0.33000000000000007,0.09999999999999998,-0.19999999999999996,1.3299999999999998,1.46,-0.22999999999999993,-0.06
 TAPETE,3.0199999999999996,-1.78,2.38,0.76,-0.9800000000000001,-0.31999999999999995,0.79,0.0,0.8199999999999998,0.8399999999999999,2.73,0.8499999999999999,0.17999999999999994,0.7799999999999999
 CORTINA,-3.46,-9.06,1.4200000000000002,-0.37,4.759999999999999,-2.04,-0.36,-0.35,-0.33999999999999997,-0.17000000000000004,2.02,5.379999999999999,-0.31000000000000005,0.5900000000000001
 UTENSÍLIOS DE METAL,1.2799999999999998,1.33,-1.3,-1.19,0.3799999999999999,2.14,2.66,0.5999999999999999,0.77,-1.18,2.63,0.6,-0.9400000000000002,0.41999999999999993
 UTENSÍLIOS DE VIDRO E LOUÇA,0.07999999999999999,3.03,1.23,-2.37,-2.0,1.6400000000000001,0.20999999999999996,0.52,0.24,-1.04,0.61,1.64,-1.0399999999999998,-0.009999999999999898
 UTENSÍLIOS DE PLÁSTICO,-0.20000000000000007,0.18999999999999995,0.0,2.7,1.4699999999999998,0.9400000000000001,0.3400000000000002,0.5199999999999998,1.31,0.71,0.06000000000000005,-1.42,0.94,0.94
 FLORES NATURAIS,0.0,-0.1499999999999999,0.0,0.0,4.38,0.0,0.0,0.0,-0.47,-0.5599999999999998,0.0,0.0,-0.15999999999999992,2.52
 UTENSÍLIOS DIVERSOS,-1.97,1.92,-1.5100000000000002,-2.1700000000000004,-5.71,0.7200000000000002,-0.13,0.18,-0.8700000000000001,0.36,0.37,-0.56,2.7755575615628914e-17,-1.93
" CAMA, MESA E BANHO",-1.92,1.34,0.4099999999999999,-0.44000000000000006,4.65,3.69,1.74,4.34,0.7999999999999999,-0.28000000000000025,1.7199999999999998,5.55,1.98,1.7000000000000002
 ROUPA DE CAMA,-2.9299999999999997,0.3599999999999999,1.76,-0.5,2.48,3.69,1.44,4.0600000000000005,0.54,-0.9099999999999999,1.7199999999999998,7.7299999999999995,0.77,1.1400000000000001
 ROUPA DE BANHO,0.7000000000000002,4.05,-3.0300000000000007,-0.20000000000000018,8.83,0.0,3.1599999999999997,5.03,1.9200000000000002,1.5999999999999996,0.0,0.8599999999999999,5.6000000000000005,3.25
 APARELHOS ELETROELETRÔNICOS,-0.06999999999999995,-0.35999999999999993,-0.26999999999999996,1.35,0.14000000000000007,0.7599999999999998,0.009999999999999898,0.029999999999999985,-0.25,2.9,0.71,0.5,-0.41999999999999993,0.30999999999999994
 ELETRODOMÉSTICOS E EQUIPAMENTOS,0.83,0.27,0.42,1.77,1.0799999999999998,1.5899999999999999,1.03,1.1600000000000001,0.71,4.5200000000000005,0.8500000000000001,1.39,0.31999999999999984,1.2
 REFRIGERADOR,3.22,0.8799999999999999,0.5200000000000001,3.64,1.76,2.0599999999999996,1.9700000000000002,1.98,1.05,6.1499999999999995,2.11,1.7699999999999998,0.3699999999999999,2.09
 AR-CONDICIONADO,-5.0600000000000005,-3.91,0.0,-2.96,0.0,0.0,-4.6,0.0,0.0,2.23,0.0,-0.040000000000000036,-2.1700000000000004,-3.39
 MÁQUINA DE LAVAR ROUPA,0.36,0.07000000000000006,0.04999999999999982,1.2800000000000002,1.39,2.53,5.13,2.54,0.9300000000000002,4.65,-1.0999999999999999,5.34,3.2600000000000002,1.49
 LIQUIDIFICADOR,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999907,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999907
 VENTILADOR,2.79,0.0,0.0,-1.16,0.0,0.0,-0.8099999999999998,-2.3499999999999996,0.0,0.0,0.0,0.0,-2.53,-0.19000000000000006
 FOGÃO,-1.08,0.30999999999999994,1.44,1.5800000000000003,-1.67,-1.25,-0.22,-0.25,-0.34999999999999987,1.3600000000000003,0.3899999999999997,-3.75,0.6100000000000001,-0.21999999999999997
 CHUVEIRO ELÉTRICO,0.0,0.48999999999999977,0.0,0.0,1.2799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0399999999999998
 FORNO DE MICRO-ONDAS,0.0,2.95,-2.08,0.0,2.08,0.0,0.0,0.0,0.0,2.98,0.04999999999999982,0.0,0.0,1.6800000000000002
" TV, SOM E INFORMÁTICA",-1.29,-1.54,-1.23,0.7100000000000001,-1.26,-0.36,-2.17,-1.52,-1.5999999999999999,-0.17999999999999994,0.5,-0.8400000000000001,-1.71,-1.0899999999999999
 TELEVISOR,-5.359999999999999,-4.98,-3.43,-2.5999999999999996,-5.13,-5.0,-2.49,-1.46,-2.89,-4.99,-3.62,-1.12,-7.6899999999999995,-4.26
 APARELHO DE SOM,-3.1900000000000004,0.19999999999999973,-5.999999999999999,-0.26,-4.88,-2.7199999999999998,-3.03,-2.2300000000000004,-2.74,-2.7399999999999998,-0.8599999999999999,3.13,1.52,-2.83
 APARELHO DE DVD,2.8600000000000003,-0.10000000000000009,2.22,6.86,4.92,2.07,1.19,1.22,-0.5199999999999998,-1.01,-0.17000000000000037,-5.1899999999999995,1.25,2.32
 ANTENA,0.0,0.0,0.0,0.7100000000000001,0.0,0.0,-2.17,-1.52,0.0,0.0,2.92,0.0,0.0,-0.19000000000000006
 MICROCOMPUTADOR,1.8300000000000003,-0.19999999999999996,-0.020000000000000018,1.1600000000000001,0.7899999999999999,2.84,-3.46,-2.7,-0.95,3.68,2.86,-0.5799999999999996,0.42999999999999994,0.5899999999999999
 CONSERTOS E MANUTENÇÃO,2.46,-0.53,2.26,2.58,0.43000000000000005,-0.6400000000000001,1.81,-1.15,0.8999999999999999,-0.5800000000000001,7.07,3.81,3.87,1.16
 CONSERTOS E MANUTENÇÃO,2.46,-0.53,2.26,2.58,0.43000000000000005,-0.6400000000000001,1.81,-1.15,0.8999999999999999,-0.5800000000000001,7.07,3.81,3.87,1.16
 CONSERTO DE REFRIGERADOR,5.29,-1.8800000000000001,3.14,1.2400000000000002,0.3500000000000001,-0.7399999999999999,1.9300000000000002,0.0,1.96,0.04000000000000015,9.0,-0.08999999999999986,2.89,1.67
 CONSERTO DE TELEVISOR,0.3799999999999999,-0.21000000000000008,4.369999999999999,3.48,-0.54,-7.08,0.030000000000000027,6.67,-2.76,0.0,6.49,17.14,0.6799999999999999,1.13
 CONSERTO DE APARELHO DE SOM,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,3.83
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.14,0.0,0.23,2.68,0.49000000000000005,4.470000000000001,0.0,0.0,-2.72,0.0,0.0,0.8300000000000001,1.11
 REFORMA DE ESTOFADO,1.8,-0.25000000000000006,-0.77,4.08,-0.5800000000000003,5.5600000000000005,1.8099999999999998,-4.9,1.8499999999999999,0.21999999999999997,6.74,1.9,5.9,0.78
 MANUTENÇÃO DE MICROCOMPUTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,5.81,2.75
 VESTUÁRIO,-1.85,-2.25,-0.62,-0.31000000000000016,-1.18,-0.7,1.1099999999999999,-0.99,-1.6300000000000001,-0.09999999999999998,-1.66,-1.56,-1.85,-1.03
 ROUPAS,-2.11,-3.23,-0.61,-0.92,-1.33,-0.49,1.73,-1.04,-2.1100000000000003,0.55,-2.4400000000000004,-1.6400000000000001,-1.34,-1.1600000000000001
 ROUPA MASCULINA,-1.18,-3.7300000000000004,1.6899999999999997,-1.5499999999999998,-2.1799999999999997,0.35999999999999965,1.12,-0.86,-3.0,1.1400000000000001,-3.3099999999999996,-1.33,-1.0899999999999999,-1.1800000000000002
 CALÇA COMPRIDA MASCULINA,0.2899999999999996,-4.21,2.34,-3.89,0.3999999999999998,0.32999999999999985,-3.4399999999999995,1.1,-2.5,1.5299999999999998,-2.24,-2.38,-1.53,-0.5800000000000001
 TERNO,0.4999999999999999,2.95,3.05,3.82,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,-4.74,-2.26,0.0,1.33
 AGASALHO MASCULINO,0.0,-3.7300000000000004,1.6899999999999997,0.0,-2.1799999999999997,0.35999999999999965,0.0,0.0,0.0,1.1400000000000001,0.0,-1.33,-1.0899999999999999,-1.09
 SHORT E BERMUDA MASCULINA,-0.9600000000000002,-6.36,-2.31,0.94,-4.65,0.26,-0.09999999999999987,0.7600000000000002,-3.24,-1.13,-0.11999999999999988,-0.9300000000000002,0.3799999999999999,-2.05
 CUECA,0.0,1.0,0.0,-5.6899999999999995,0.0,0.0,4.1,-1.9500000000000002,-4.89,0.0,0.0,0.0,0.0,-1.1
 CAMISA / CAMISETA MASCULINA,-2.7399999999999998,-4.23,2.1499999999999995,-1.3599999999999999,-3.31,0.3999999999999997,4.92,-2.76,-2.9699999999999998,1.45,-4.949999999999999,-0.75,-1.11,-1.58
 ROUPA FEMININA,-2.75,-4.04,-1.06,-0.7199999999999999,-1.3499999999999999,-1.14,3.2899999999999996,-1.3199999999999998,-1.1,0.0899999999999998,-2.37,-1.35,-1.82,-1.26
 CALÇA COMPRIDA FEMININA,-2.8499999999999996,-3.7,0.07999999999999996,-0.7600000000000002,-1.5899999999999999,1.3,2.63,-1.01,-0.31000000000000005,0.4600000000000002,-2.7800000000000002,-4.93,-0.9300000000000002,-1.09
 AGASALHO FEMININO,0.0,-4.04,-1.06,0.0,-1.3499999999999999,0.0,0.0,0.0,0.0,0.0899999999999998,0.0,0.0,-1.82,-1.96
 SAIA,0.0,0.0,0.0,0.010000000000000078,0.0,0.0,-1.88,1.1599999999999997,-3.4499999999999997,0.0,2.1399999999999997,-4.73,0.0,-1.3199999999999998
 VESTIDO,2.71,-5.36,-5.12,-4.83,-0.8,-3.45,4.37,4.71,-1.4500000000000002,0.2300000000000002,-5.8,-1.54,-0.09000000000000002,-1.17
 BLUSA,-6.1,-3.59,0.71,-0.36000000000000004,-2.0800000000000005,-2.39,5.67,-3.8500000000000005,-0.2400000000000002,-0.05999999999999961,-0.79,1.17,-2.54,-1.54
 LINGERIE,-0.96,-3.06,-2.28,1.4300000000000002,1.0400000000000003,0.61,3.3400000000000003,-1.9600000000000002,-0.5099999999999998,0.31999999999999984,0.030000000000000027,1.3099999999999996,-3.7600000000000002,-0.039999999999999925
 BERMUDA E SHORT FEMININO,-0.54,-9.459999999999999,-2.0,1.9700000000000002,0.0,1.8000000000000003,-1.03,-2.62,-4.01,-1.5,-2.95,-2.77,-3.92,-2.2
 ROUPA INFANTIL,-2.2,-0.1599999999999997,-3.85,0.10000000000000009,0.6499999999999999,-0.7699999999999999,-0.53,-0.4699999999999999,-2.61,0.3699999999999999,-0.94,-3.02,-0.76,-0.8599999999999999
 UNIFORME ESCOLAR,6.619999999999999,0.0,0.0,0.0,2.64,0.0,3.13,0.0,-0.5800000000000001,4.13,0.0,0.0,0.0,3.1799999999999997
 CALÇA COMPRIDA INFANTIL,0.7599999999999998,1.01,-2.2500000000000004,-0.8799999999999999,6.0,0.99,-0.20999999999999996,-3.2800000000000002,2.7799999999999994,-2.49,6.69,-0.9100000000000001,-1.31,1.68
 AGASALHO INFANTIL,0.0,-0.1599999999999997,-3.85,0.0,0.6499999999999999,-0.7699999999999999,0.0,0.0,0.0,0.3699999999999999,0.0,-3.02,-0.76,-0.5299999999999999
 VESTIDO INFANTIL,-2.12,0.0,-8.5,3.94,-2.2399999999999998,-3.1100000000000003,-0.06999999999999998,-4.720000000000001,-3.0000000000000004,-0.6099999999999999,-2.6500000000000004,-4.709999999999999,1.3599999999999999,-2.4699999999999998
 BERMUDA E SHORT INFANTIL,-5.279999999999999,-0.7800000000000002,-7.440000000000001,3.4099999999999997,-4.02,-0.6699999999999999,-2.29,-2.57,-3.24,-1.5999999999999996,-5.84,-7.08,-1.0599999999999998,-3.7199999999999998
 CAMISA / CAMISETA INFANTIL,-3.2,-0.5599999999999998,-1.54,-2.3100000000000005,-0.9000000000000001,-3.65,0.6299999999999999,3.1399999999999997,-3.96,2.0200000000000005,-3.98,0.4,-0.76,-1.14
 CONJUNTO INFANTIL,0.0,0.0,-1.16,1.1599999999999997,3.5900000000000007,4.06,-3.76,-1.3199999999999998,0.0,0.0,4.98,-7.970000000000001,0.0,0.8500000000000001
 CALÇADOS E ACESSÓRIOS,-1.8900000000000001,-1.5500000000000003,-0.8200000000000001,0.86,-1.51,-1.25,-0.050000000000000044,-1.3699999999999999,-0.7399999999999999,-1.36,-0.7799999999999999,-2.0,-2.7199999999999998,-1.17
 CALÇADOS E ACESSÓRIOS,-1.8900000000000001,-1.5500000000000003,-0.8200000000000001,0.86,-1.51,-1.25,-0.050000000000000044,-1.3699999999999999,-0.7399999999999999,-1.36,-0.7799999999999999,-2.0,-2.7199999999999998,-1.17
 SAPATO MASCULINO,-0.69,-1.46,-5.15,0.040000000000000036,1.2099999999999997,1.9,-5.109999999999999,0.52,-2.88,1.4900000000000002,-3.6599999999999997,-4.26,0.6500000000000002,-0.92
 SAPATO FEMININO,-2.42,1.4600000000000002,-0.16999999999999993,3.14,0.029999999999999805,-2.85,-0.9899999999999998,-6.87,-7.4799999999999995,-3.51,-0.5900000000000001,-0.010000000000000009,-1.42,-1.0299999999999998
 SAPATO INFANTIL,0.0,0.0,0.0,7.0200000000000005,0.0,0.0,-4.1899999999999995,0.0,-0.73,0.0,0.0,0.0,0.0,0.4700000000000001
 SANDÁLIA / CHINELO MASCULINO,0.0,0.0,0.0,-1.9699999999999998,0.0,0.0,-5.300000000000001,0.0,-2.96,0.0,0.0,0.0,0.0,-3.5700000000000003
